system:index,LST,NDBI,NDVI,UHI,.geo
119,39.26642591317045,0.060983650386333466,0.26143044233322144,0.971567397834537,"{""type"":""MultiPoint"",""coordinates"":[]}"
124,37.61101589139696,0.08740635961294174,0.37772586941719055,0.7499261164413707,"{""type"":""MultiPoint"",""coordinates"":[]}"
125,34.52667358773084,0.03606557473540306,0.4857957661151886,0.3369664439444454,"{""type"":""MultiPoint"",""coordinates"":[]}"
141,37.96501455841161,0.020713865756988525,0.46894341707229614,0.7973226629987865,"{""type"":""MultiPoint"",""coordinates"":[]}"
148,36.42495745110847,0.11275888234376907,0.29287242889404297,0.5911258741720323,"{""type"":""MultiPoint"",""coordinates"":[]}"
153,40.604974055907405,0.024717891588807106,0.3766334056854248,1.150784342072208,"{""type"":""MultiPoint"",""coordinates"":[]}"
159,35.88161030244123,0.03832970932126045,0.3864292502403259,0.518377638576049,"{""type"":""MultiPoint"",""coordinates"":[]}"
160,38.449277352282024,0.034490425139665604,0.2501136064529419,0.8621601502392495,"{""type"":""MultiPoint"",""coordinates"":[]}"
174,40.18303042740325,0.04299083352088928,0.23424096405506134,1.0942907089134868,"{""type"":""MultiPoint"",""coordinates"":[]}"
177,42.31652323366899,0.049313921481370926,0.29386618733406067,1.3799420419392707,"{""type"":""MultiPoint"",""coordinates"":[]}"
180,38.13005409823228,0.0608254037797451,0.19955745339393616,0.819419650817673,"{""type"":""MultiPoint"",""coordinates"":[]}"
181,35.606753404680944,0.08214709162712097,0.24945655465126038,0.481577308616662,"{""type"":""MultiPoint"",""coordinates"":[]}"
183,40.97061101866285,0.07199563086032867,0.3587004244327545,1.1997391290336892,"{""type"":""MultiPoint"",""coordinates"":[]}"
186,37.71381956508833,0.10401559621095657,0.28323253989219666,0.7636904030345311,"{""type"":""MultiPoint"",""coordinates"":[]}"
197,35.773940200040784,0.0028762465808540583,0.3615837097167969,0.50396179044786,"{""type"":""MultiPoint"",""coordinates"":[]}"
198,42.143646665560084,0.09062115848064423,0.3145858943462372,1.3567957618186146,"{""type"":""MultiPoint"",""coordinates"":[]}"
201,35.15464368330356,0.029787711799144745,0.41766443848609924,0.42104476582763345,"{""type"":""MultiPoint"",""coordinates"":[]}"
204,39.688376857218884,0.02352547086775303,0.4342050552368164,1.02806201046456,"{""type"":""MultiPoint"",""coordinates"":[]}"
206,40.74737148451379,0.0661887526512146,0.2349093109369278,1.16984979904558,"{""type"":""MultiPoint"",""coordinates"":[]}"
207,34.60868549393791,0.0053925709798932076,0.48763206601142883,0.3479469404632219,"{""type"":""MultiPoint"",""coordinates"":[]}"
221,38.18071486221879,0.11870928853750229,0.2706395387649536,0.8262025725703747,"{""type"":""MultiPoint"",""coordinates"":[]}"
225,41.309177077367394,0.01695057936012745,0.27022895216941833,1.2450694182674806,"{""type"":""MultiPoint"",""coordinates"":[]}"
229,35.60062956474707,0.05805244296789169,0.3519797623157501,0.48075739348256297,"{""type"":""MultiPoint"",""coordinates"":[]}"
232,37.93074517856803,0.006435688119381666,0.4063287675380707,0.7927343681587308,"{""type"":""MultiPoint"",""coordinates"":[]}"
240,17.564161440720227,0.017787283286452293,0.46975889801979065,-1.9341282567405331,"{""type"":""MultiPoint"",""coordinates"":[]}"
241,35.00463786180802,0.026491178199648857,0.4864759147167206,0.40096062832973,"{""type"":""MultiPoint"",""coordinates"":[]}"
245,44.511180676253446,0.1418077051639557,0.28241798281669617,1.6737826502450877,"{""type"":""MultiPoint"",""coordinates"":[]}"
248,39.8497504311955,0.03270793706178665,0.23067109286785126,1.0496681655854854,"{""type"":""MultiPoint"",""coordinates"":[]}"
256,37.789715135653864,0.0011973085347563028,0.33361077308654785,0.7738519891618092,"{""type"":""MultiPoint"",""coordinates"":[]}"
265,34.641662950105115,0.11043628305196762,0.3917640447616577,0.3523622608647229,"{""type"":""MultiPoint"",""coordinates"":[]}"
272,38.230093840232314,0.033510029315948486,0.3340277075767517,0.8328138772120348,"{""type"":""MultiPoint"",""coordinates"":[]}"
273,37.668992862907885,0.03277051821351051,0.3798675537109375,0.7576885982965971,"{""type"":""MultiPoint"",""coordinates"":[]}"
279,38.74398576516063,0.024546030908823013,0.44009310007095337,0.9016183807734478,"{""type"":""MultiPoint"",""coordinates"":[]}"
281,33.228711192920855,0.050807707011699677,0.4281425178050995,0.16318348709268882,"{""type"":""MultiPoint"",""coordinates"":[]}"
282,37.08620875759203,0.0493527427315712,0.43798938393592834,0.6796601858919212,"{""type"":""MultiPoint"",""coordinates"":[]}"
283,36.7782800485665,0.004302783869206905,0.3919867277145386,0.6384319024162393,"{""type"":""MultiPoint"",""coordinates"":[]}"
297,38.01085239038099,0.008472176268696785,0.2373373657464981,0.8034598469473854,"{""type"":""MultiPoint"",""coordinates"":[]}"
300,40.12478018143645,0.00812486931681633,0.3842383623123169,1.0864916385999472,"{""type"":""MultiPoint"",""coordinates"":[]}"
306,36.61079031045847,0.05157695710659027,0.23331624269485474,0.6160068598671437,"{""type"":""MultiPoint"",""coordinates"":[]}"
308,39.37431670128262,0.01703794114291668,0.39913126826286316,0.9860127933638463,"{""type"":""MultiPoint"",""coordinates"":[]}"
318,34.54190442899335,0.027442732825875282,0.21426120400428772,0.33900568686898774,"{""type"":""MultiPoint"",""coordinates"":[]}"
